web-scraper-order,web-scraper-start-url,company,company-href,model,model-href
"1555570197-1067","https://www.gsmarena.com/","Nokia","https://www.gsmarena.com/nokia-phones-1.php","9 PureView","https://www.gsmarena.com/nokia_9_pureview-8867.php"
"1555570108-115","https://www.gsmarena.com/","Panasonic","https://www.gsmarena.com/panasonic-phones-6.php","P9","https://www.gsmarena.com/panasonic_p9-8851.php"
"1555570205-1209","https://www.gsmarena.com/","Samsung","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Tab A 8.0 (2018)","https://www.gsmarena.com/samsung_galaxy_tab_a_8_0_(2018)-9665.php"
"1555570172-943","https://www.gsmarena.com/","HTC","https://www.gsmarena.com/htc-phones-45.php","U11+","https://www.gsmarena.com/htc_u11+-8908.php"
"1555570129-411","https://www.gsmarena.com/","Energizer","https://www.gsmarena.com/energizer-phones-106.php","Hardcase H240S","https://www.gsmarena.com/energizer_hardcase_h240s-8981.php"
"1555570203-1161","https://www.gsmarena.com/","Apple","https://www.gsmarena.com/apple-phones-48.php","Watch Series 3 Aluminum","https://www.gsmarena.com/apple_watch_series_3_aluminum-8859.php"
"1555570116-192","https://www.gsmarena.com/","Infinix","https://www.gsmarena.com/infinix-phones-119.php","Note 5","https://www.gsmarena.com/infinix_note_5-9417.php"
"1555570101-37","https://www.gsmarena.com/","Plum","https://www.gsmarena.com/plum-phones-72.php","Coach Pro","https://www.gsmarena.com/plum_coach_pro-7012.php"
"1555570123-323","https://www.gsmarena.com/","Micromax","https://www.gsmarena.com/micromax-phones-66.php","Canvas 5 Lite Q462","https://www.gsmarena.com/micromax_canvas_5_lite_q462-8365.php"
"1555570199-1109","https://www.gsmarena.com/","Huawei","https://www.gsmarena.com/huawei-phones-58.php","nova 4e","https://www.gsmarena.com/huawei_nova_4e-9627.php"
"1555570127-381","https://www.gsmarena.com/","Cat","https://www.gsmarena.com/cat-phones-89.php","B25","https://www.gsmarena.com/cat_b25-5983.php"
"1555570118-248","https://www.gsmarena.com/","Acer","https://www.gsmarena.com/acer-phones-59.php","Liquid E3 Duo Plus","https://www.gsmarena.com/acer_liquid_e3_duo_plus-6680.php"
"1555570147-638","https://www.gsmarena.com/","Meizu","https://www.gsmarena.com/meizu-phones-74.php","C9 Pro","https://www.gsmarena.com/meizu_c9_pro-9453.php"
"1555570111-125","https://www.gsmarena.com/","Wiko","https://www.gsmarena.com/wiko-phones-96.php","View XL","https://www.gsmarena.com/wiko_view_xl-8993.php"
"1555570111-147","https://www.gsmarena.com/","Wiko","https://www.gsmarena.com/wiko-phones-96.php","Sunny2","https://www.gsmarena.com/wiko_sunny2-9025.php"
"1555570123-296","https://www.gsmarena.com/","Micromax","https://www.gsmarena.com/micromax-phones-66.php","Bharat 5 Plus","https://www.gsmarena.com/micromax_bharat_5_plus-9054.php"
"1555570205-1202","https://www.gsmarena.com/","Samsung","https://www.gsmarena.com/samsung-phones-9.php","Galaxy A20e","https://www.gsmarena.com/samsung_galaxy_a20e-9661.php"
"1555570203-1177","https://www.gsmarena.com/","Apple","https://www.gsmarena.com/apple-phones-48.php","iPhone 6s Plus","https://www.gsmarena.com/apple_iphone_6s_plus-7243.php"
"1555570193-1057","https://www.gsmarena.com/","Sony","https://www.gsmarena.com/sony-phones-7.php","Xperia X Compact","https://www.gsmarena.com/sony_xperia_x_compact-8292.php"
"1555570199-1140","https://www.gsmarena.com/","Huawei","https://www.gsmarena.com/huawei-phones-58.php","Y6 (2018)","https://www.gsmarena.com/huawei_y6_(2018)-9162.php"
"1555570172-936","https://www.gsmarena.com/","HTC","https://www.gsmarena.com/htc-phones-45.php","Desire 12s","https://www.gsmarena.com/htc_desire_12s-9487.php"
"1555570205-1267","https://www.gsmarena.com/","Samsung","https://www.gsmarena.com/samsung-phones-9.php","Galaxy Grand Prime Plus","https://www.gsmarena.com/samsung_galaxy_grand_prime_plus-8385.php"
"1555570203-1174","https://www.gsmarena.com/","Apple","https://www.gsmarena.com/apple-phones-48.php","iPhone 7","https://www.gsmarena.com/apple_iphone_7-8064.php"
"1555570125-349","https://www.gsmarena.com/","Lava","https://www.gsmarena.com/lava-phones-94.php","A50","https://www.gsmarena.com/lava_a50-8447.php"
"1555570151-684","https://www.gsmarena.com/","vivo","https://www.gsmarena.com/vivo-phones-98.php","NEX Dual Display","https://www.gsmarena.com/vivo_nex_dual_display-9435.php"
"1555570151-710","https://www.gsmarena.com/","vivo","https://www.gsmarena.com/vivo-phones-98.php","Y53i","https://www.gsmarena.com/vivo_y53i-9186.php"
"1555570104-78","https://www.gsmarena.com/","verykool","https://www.gsmarena.com/verykool-phones-70.php","s5025 Helix","https://www.gsmarena.com/verykool_s5025_helix-7834.php"
"1555570197-1097","https://www.gsmarena.com/","Nokia","https://www.gsmarena.com/nokia-phones-1.php","150","https://www.gsmarena.com/nokia_150-8475.php"
"1555570145-616","https://www.gsmarena.com/","BlackBerry","https://www.gsmarena.com/blackberry-phones-36.php","Q5","https://www.gsmarena.com/blackberry_q5-5452.php"
"1555570190-1031","https://www.gsmarena.com/","LG","https://www.gsmarena.com/lg-phones-20.php","X style","https://www.gsmarena.com/lg_x_style-8132.php"
"1555570129-419","https://www.gsmarena.com/","Energizer","https://www.gsmarena.com/energizer-phones-106.php","Energy 100 (2017)","https://www.gsmarena.com/energizer_energy_100_(2017)-8982.php"
"1555570199-1117","https://www.gsmarena.com/","Huawei","https://www.gsmarena.com/huawei-phones-58.php","Y7 Prime (2019)","https://www.gsmarena.com/huawei_y7_prime_(2019)-9531.php"
"1555570151-703","https://www.gsmarena.com/","vivo","https://www.gsmarena.com/vivo-phones-98.php","Z1i","https://www.gsmarena.com/vivo_z1i-9261.php"
"1555570142-558","https://www.gsmarena.com/","Asus","https://www.gsmarena.com/asus-phones-46.php","Zenfone Max Shot ZB634KL","https://www.gsmarena.com/asus_zenfone_max_shot_zb634kl-9633.php"
"1555570142-577","https://www.gsmarena.com/","Asus","https://www.gsmarena.com/asus-phones-46.php","Zenfone 4 Selfie ZD553KL","https://www.gsmarena.com/asus_zenfone_4_selfie_zd553kl-8784.php"
"1555570190-1015","https://www.gsmarena.com/","LG","https://www.gsmarena.com/lg-phones-20.php","K20 plus","https://www.gsmarena.com/lg_k20_plus-8678.php"
"1555570118-225","https://www.gsmarena.com/","Acer","https://www.gsmarena.com/acer-phones-59.php","Liquid Z530","https://www.gsmarena.com/acer_liquid_z530-7526.php"
"1555570193-1055","https://www.gsmarena.com/","Sony","https://www.gsmarena.com/sony-phones-7.php","Xperia XA1 Ultra","https://www.gsmarena.com/sony_xperia_xa1_ultra-8595.php"
"1555570137-512","https://www.gsmarena.com/","ZTE","https://www.gsmarena.com/zte-phones-62.php","Max XL","https://www.gsmarena.com/zte_max_xl-8660.php"
"1555570197-1105","https://www.gsmarena.com/","Nokia","https://www.gsmarena.com/nokia-phones-1.php","215","https://www.gsmarena.com/nokia_215-6910.php"
"1555570197-1100","https://www.gsmarena.com/","Nokia","https://www.gsmarena.com/nokia-phones-1.php","230","https://www.gsmarena.com/nokia_230-7771.php"
"1555570111-158","https://www.gsmarena.com/","Wiko","https://www.gsmarena.com/wiko-phones-96.php","Fever 4G","https://www.gsmarena.com/wiko_fever_4g-7810.php"
"1555570123-312","https://www.gsmarena.com/","Micromax","https://www.gsmarena.com/micromax-phones-66.php","Canvas Evok Note E453","https://www.gsmarena.com/micromax_canvas_evok_note_e453-8651.php"
"1555570137-516","https://www.gsmarena.com/","ZTE","https://www.gsmarena.com/zte-phones-62.php","Blade V8 Mini","https://www.gsmarena.com/zte_blade_v8_mini-8600.php"
"1555570158-761","https://www.gsmarena.com/","Oppo","https://www.gsmarena.com/oppo-phones-82.php","F5","https://www.gsmarena.com/oppo_f5-8889.php"
"1555570172-968","https://www.gsmarena.com/","HTC","https://www.gsmarena.com/htc-phones-45.php","Desire 828 dual sim","https://www.gsmarena.com/htc_desire_828_dual_sim-7731.php"
"1555570170-903","https://www.gsmarena.com/","Motorola","https://www.gsmarena.com/motorola-phones-4.php","Moto X4","https://www.gsmarena.com/motorola_moto_x4-8634.php"
"1555570158-756","https://www.gsmarena.com/","Oppo","https://www.gsmarena.com/oppo-phones-82.php","R15","https://www.gsmarena.com/oppo_r15-9108.php"
"1555570147-670","https://www.gsmarena.com/","Meizu","https://www.gsmarena.com/meizu-phones-74.php","M3 Max","https://www.gsmarena.com/meizu_m3_max-8321.php"
"1555570132-438","https://www.gsmarena.com/","Vodafone","https://www.gsmarena.com/vodafone-phones-53.php","Tab Prime 6","https://www.gsmarena.com/vodafone_tab_prime_6-7232.php"
